2025-07-26 01:01:52 - 
2025-07-26 01:01:52 - Image Name                     PID Session Name        Session#    Mem Usage
2025-07-26 09:47:37 - svchost.exe                   9816 Services                   0     27,160 K
2025-07-26 09:47:37 - HPSystemEventUtilityHost.     2164 Console                   27     36,644 K
2025-07-26 09:47:37 - svchost.exe                  15060 Services                   0      9,084 K
2025-07-26 09:47:37 - TrustedInstaller.exe         22500 Services                   0     10,128 K
2025-07-26 09:47:37 - RuntimeBroker.exe            13284 Console                   27     38,980 K
2025-07-26 09:47:37 - sppsvc.exe                   13216 Services                   0     18,928 K
2025-07-26 09:47:37 - backgroundTaskHost.exe       15136 Console                   27     56,396 K
2025-07-26 09:47:37 - RuntimeBroker.exe             2572 Console                   27     27,668 K
2025-07-26 09:47:37 - TiWorker.exe                 22604 Services                   0     19,160 K
2025-07-26 09:47:37 - smartscreen.exe              23208 Console                   27     13,272 K
2025-07-26 09:47:37 - svchost.exe                  24200 Services                   0     11,024 K
2025-07-26 09:47:37 - SearchProtocolHost.exe       17876 Services                   0     17,216 K
2025-07-26 09:47:37 - svchost.exe                  20120 Services                   0      9,980 K
2025-07-26 09:47:37 - java.exe                     14148 Console                   27     48,376 K
2025-07-26 09:47:37 - java.exe                     11828 Console                   27     47,840 K
2025-07-26 09:47:37 - conhost.exe                    580 Console                   27      7,128 K
2025-07-26 09:47:37 - conhost.exe                   8288 Console                   27      7,120 K
2025-07-26 09:47:37 - tasklist.exe                 24556 Console                   27     11,600 K
2025-07-26 09:47:37 - wevtutil.exe                 22948 Console                   27      6,940 K
2025-07-26 09:47:37 - conhost.exe                  12340 Console                   27      7,000 K
2025-07-26 09:47:37 - conhost.exe                   8000 Console                   27      7,008 K
2025-07-26 09:48:48 - 
2025-07-26 09:48:48 - Image Name                     PID Session Name        Session#    Mem Usage
2025-07-26 09:48:48 - ========================= ======== ================ =========== ============
2025-07-26 09:48:48 - System Idle Process              0 Services                   0          8 K
2025-07-26 09:48:48 - System                           4 Services                   0      1,412 K
2025-07-26 09:48:48 - Secure System                  140 Services                   0     41,288 K
2025-07-26 09:48:48 - Registry                       180 Services                   0     65,620 K
2025-07-26 09:48:48 - smss.exe                       696 Services                   0        276 K
2025-07-26 09:48:48 - csrss.exe                      728 Services                   0      2,656 K
2025-07-26 09:48:48 - wininit.exe                   1068 Services                   0      1,392 K
2025-07-26 09:48:48 - services.exe                  1140 Services                   0      8,256 K
2025-07-26 09:48:48 - LsaIso.exe                    1160 Services                   0      1,040 K
2025-07-26 09:48:48 - lsass.exe                     1168 Services                   0     20,968 K
2025-07-26 09:48:48 - svchost.exe                   1368 Services                   0     34,148 K
2025-07-26 09:48:48 - fontdrvhost.exe               1400 Services                   0        868 K
2025-07-26 09:48:48 - WUDFHost.exe                  1452 Services                   0      2,860 K
2025-07-26 09:48:48 - svchost.exe                   1536 Services                   0     20,052 K
2025-07-26 09:48:48 - svchost.exe                   1576 Services                   0      4,996 K
2025-07-26 09:48:48 - svchost.exe                   1768 Services                   0      3,272 K
2025-07-26 09:48:48 - svchost.exe                   1812 Services                   0      9,664 K
2025-07-26 09:48:48 - svchost.exe                   1820 Services                   0      1,360 K
2025-07-26 09:48:48 - svchost.exe                   1940 Services                   0      6,748 K
2025-07-26 09:48:48 - svchost.exe                   1964 Services                   0      2,436 K
2025-07-26 09:48:48 - svchost.exe                   1984 Services                   0      6,152 K
2025-07-26 09:48:48 - svchost.exe                   1992 Services                   0      5,768 K
2025-07-26 09:48:48 - svchost.exe                    668 Services                   0      4,996 K
2025-07-26 09:48:48 - IntelCpHDCPSvc.exe            1884 Services                   0      1,976 K
2025-07-26 09:48:48 - svchost.exe                    828 Services                   0      6,132 K
2025-07-26 09:48:48 - svchost.exe                   2136 Services                   0     19,252 K
2025-07-26 09:48:48 - svchost.exe                   2176 Services                   0      4,812 K
2025-07-26 09:48:48 - WUDFHost.exe                  2332 Services                   0     14,008 K
2025-07-26 09:48:48 - svchost.exe                   2376 Services                   0      6,504 K
2025-07-26 09:48:48 - svchost.exe                   2676 Services                   0      2,560 K
2025-07-26 09:48:48 - svchost.exe                   2800 Services                   0      4,436 K
2025-07-26 09:48:48 - svchost.exe                   2896 Services                   0      9,696 K
2025-07-26 09:48:48 - NVDisplay.Container.exe       3024 Services                   0     21,192 K
2025-07-26 09:48:48 - svchost.exe                   3052 Services                   0     11,348 K
2025-07-26 09:48:48 - svchost.exe                   2300 Services                   0     18,260 K
2025-07-26 09:48:48 - svchost.exe                   3080 Services                   0      5,168 K
2025-07-26 09:48:48 - svchost.exe                   3088 Services                   0      1,580 K
2025-07-26 09:48:48 - svchost.exe                   3100 Services                   0      8,692 K
2025-07-26 09:48:48 - Memory Compression            3232 Services                   0     49,488 K
2025-07-26 09:48:48 - svchost.exe                   3296 Services                   0      6,108 K
2025-07-26 09:48:48 - igfxCUIServiceN.exe           3360 Services                   0      5,816 K
2025-07-26 09:48:48 - svchost.exe                   3432 Services                   0      3,832 K
2025-07-26 09:48:48 - svchost.exe                   3440 Services                   0      3,852 K
2025-07-26 09:48:48 - AppHelperCap.exe              3456 Services                   0     15,504 K
2025-07-26 09:48:48 - NetworkCap.exe                3464 Services                   0      5,868 K
2025-07-26 09:48:48 - SysInfoCap.exe                3476 Services                   0     27,452 K
2025-07-26 09:48:48 - TouchpointAnalyticsClient     3488 Services                   0     40,296 K
2025-07-26 09:48:48 - DiagsCap.exe                  3500 Services                   0      5,160 K
2025-07-26 09:48:48 - svchost.exe                   3696 Services                   0      9,736 K
2025-07-26 09:48:48 - svchost.exe                   3704 Services                   0     13,260 K
2025-07-26 09:48:48 - hp-one-agent-service.exe      3776 Services                   0      9,016 K
2025-07-26 09:48:48 - svchost.exe                   3952 Services                   0     28,432 K
2025-07-26 09:48:48 - svchost.exe                    800 Services                   0     27,104 K
2025-07-26 09:48:48 - WmiPrvSE.exe                  4288 Services                   0     15,912 K
2025-07-26 09:48:48 - WmiPrvSE.exe                  4296 Services                   0     37,972 K
2025-07-26 09:48:48 - unsecapp.exe                  4448 Services                   0      2,852 K
2025-07-26 09:48:48 - svchost.exe                   4704 Services                   0      3,276 K
2025-07-26 09:48:48 - svchost.exe                   4800 Services                   0      4,044 K
2025-07-26 09:48:48 - svchost.exe                   4844 Services                   0     13,800 K
2025-07-26 09:48:48 - svchost.exe                   4872 Services                   0      9,696 K
2025-07-26 09:48:48 - spoolsv.exe                   4900 Services                   0      5,588 K
2025-07-26 09:48:48 - svchost.exe                   4936 Services                   0     22,584 K
2025-07-26 09:48:48 - svchost.exe                   5032 Services                   0      3,052 K
2025-07-26 09:48:48 - ETDService.exe                4372 Services                   0      1,684 K
2025-07-26 09:48:48 - svchost.exe                   4200 Services                   0     31,380 K
2025-07-26 09:48:48 - nssm.exe                      4320 Services                   0      2,288 K
2025-07-26 09:48:48 - svchost.exe                   4156 Services                   0     26,688 K
2025-07-26 09:48:48 - FNPLicensingService.exe       4600 Services                   0      5,992 K
2025-07-26 09:48:48 - esif_uf.exe                   4688 Services                   0      1,744 K
2025-07-26 09:48:48 - HPCommRecovery.exe            4152 Services                   0      8,468 K
2025-07-26 09:48:48 - OneApp.IGCC.WinService.ex     5132 Services                   0     16,544 K
2025-07-26 09:48:48 - IntelAudioService.exe         5168 Services                   0      4,492 K
2025-07-26 09:48:48 - UserAwarenessService.exe      5208 Services                   0     12,952 K
2025-07-26 09:48:48 - svchost.exe                   5232 Services                   0      6,456 K
2025-07-26 09:48:48 - jhi_service.exe               5248 Services                   0      1,040 K
2025-07-26 09:48:48 - mysqld.exe                    5368 Services                   0      1,368 K
2025-07-26 09:48:48 - RtkAudUService64.exe          5544 Services                   0      5,916 K
2025-07-26 09:48:48 - RtkBtManServ.exe              5568 Services                   0      3,648 K
2025-07-26 09:48:48 - expressvpnd.exe               5596 Services                   0      9,832 K
2025-07-26 09:48:48 - RstMwService.exe              5608 Services                   0      2,980 K
2025-07-26 09:48:48 - SECOMN64.exe                  5620 Services                   0      2,544 K
2025-07-26 09:48:48 - svchost.exe                   5640 Services                   0      3,712 K
2025-07-26 09:48:48 - svchost.exe                   5660 Services                   0      2,040 K
2025-07-26 09:48:48 - WMIRegistrationService.ex     5684 Services                   0      1,816 K
2025-07-26 09:48:48 - svchost.exe                   5776 Services                   0     15,784 K
2025-07-26 09:48:48 - svchost.exe                   5816 Services                   0      2,220 K
2025-07-26 09:48:48 - svchost.exe                   5852 Services                   0      1,944 K
2025-07-26 09:48:48 - conhost.exe                   5892 Services                   0      1,524 K
2025-07-26 09:48:48 - mysqld.exe                    6256 Services                   0      3,492 K
2025-07-26 09:48:48 - conhost.exe                   6408 Services                   0      1,472 K
2025-07-26 09:48:48 - svchost.exe                   6832 Services                   0      1,176 K
2025-07-26 09:48:48 - svchost.exe                   6576 Services                   0     16,456 K
2025-07-26 09:48:48 - svchost.exe                   6596 Services                   0     15,492 K
2025-07-26 09:48:48 - AggregatorHost.exe            8120 Services                   0      5,272 K
2025-07-26 09:48:48 - svchost.exe                   7328 Services                   0      4,612 K
2025-07-26 09:48:48 - svchost.exe                   5724 Services                   0     13,956 K
2025-07-26 09:48:48 - svchost.exe                   7008 Services                   0      7,444 K
2025-07-26 09:48:48 - svchost.exe                   7892 Services                   0      4,900 K
2025-07-26 09:48:48 - svchost.exe                   1896 Services                   0     11,852 K
2025-07-26 09:48:48 - svchost.exe                   4988 Services                   0     16,460 K
2025-07-26 09:48:48 - svchost.exe                   4740 Services                   0      2,836 K
2025-07-26 09:48:48 - svchost.exe                   2080 Services                   0     13,080 K
2025-07-26 09:48:48 - svchost.exe                  10084 Services                   0      6,776 K
2025-07-26 09:48:48 - svchost.exe                  10480 Services                   0     18,376 K
2025-07-26 09:48:48 - svchost.exe                   5944 Services                   0      9,040 K
2025-07-26 09:48:48 - svchost.exe                  13756 Services                   0      5,548 K
2025-07-26 09:48:48 - svchost.exe                  14320 Services                   0      3,868 K
2025-07-26 09:48:48 - svchost.exe                  13104 Services                   0      2,620 K
2025-07-26 09:48:48 - svchost.exe                   2780 Services                   0      5,512 K
2025-07-26 09:48:48 - SecurityHealthService.exe     9048 Services                   0     14,936 K
2025-07-26 09:48:48 - svchost.exe                   8732 Services                   0     13,988 K
2025-07-26 09:48:48 - dasHost.exe                  12364 Services                   0     10,760 K
2025-07-26 09:48:48 - svchost.exe                   8616 Services                   0      4,584 K
2025-07-26 09:48:48 - dasHost.exe                  16936 Services                   0      6,288 K
2025-07-26 09:48:48 - svchost.exe                  13792 Services                   0      1,432 K
2025-07-26 09:48:48 - svchost.exe                  15252 Services                   0      6,216 K
2025-07-26 09:48:48 - svchost.exe                   2088 Services                   0      5,200 K
2025-07-26 09:48:48 - svchost.exe                   7572 Services                   0      5,592 K
2025-07-26 09:48:48 - TouchpointGpuInfo.exe         7072 Services                   0     12,284 K
2025-07-26 09:48:48 - svchost.exe                   8152 Services                   0     14,708 K
2025-07-26 09:48:48 - servicehost.exe              10192 Services                   0     25,620 K
2025-07-26 09:48:48 - WindowsTerminal.exe          16748                           14         36 K
2025-07-26 09:48:48 - svchost.exe                   5240 Services                   0      1,780 K
2025-07-26 09:48:48 - HPPrintScanDoctorService.    22484 Services                   0     11,008 K
2025-07-26 09:48:48 - WindowsTerminal.exe           8484                           16         36 K
2025-07-26 09:48:48 - OfficeClickToRun.exe         19260 Services                   0     19,588 K
2025-07-26 09:48:48 - SearchIndexer.exe             8160 Services                   0     17,868 K
2025-07-26 09:48:48 - armsvc.exe                   22308 Services                   0      3,216 K
2025-07-26 09:48:48 - svchost.exe                  22388 Services                   0      2,400 K
2025-07-26 09:48:48 - svchost.exe                  12028 Services                   0      2,344 K
2025-07-26 09:48:48 - svchost.exe                  22120 Services                   0      1,628 K
2025-07-26 09:48:48 - svchost.exe                   6980 Services                   0     15,472 K
2025-07-26 09:48:48 - MpDefenderCoreService.exe    13868 Services                   0      8,204 K
2025-07-26 09:48:48 - MsMpEng.exe                   2008 Services                   0   2,46,176 K
2025-07-26 09:48:48 - NisSrv.exe                   22968 Services                   0      3,124 K
2025-07-26 09:48:48 - svchost.exe                   9376 Services                   0      2,116 K
2025-07-26 09:48:48 - WindowsTerminal.exe          16480                           24         36 K
2025-07-26 09:48:48 - csrss.exe                    14988 Console                   27      3,156 K
2025-07-26 09:48:48 - winlogon.exe                  5984 Console                   27      6,444 K
2025-07-26 09:48:48 - dwm.exe                       2860 Console                   27     82,540 K
2025-07-26 09:48:48 - fontdrvhost.exe              11880 Console                   27      1,248 K
2025-07-26 09:48:48 - NVDisplay.Container.exe      12788 Console                   27     24,288 K
2025-07-26 09:48:48 - ETDCtrl.exe                   4104 Console                   27      4,720 K
2025-07-26 09:48:48 - sihost.exe                   24196 Console                   27     20,628 K
2025-07-26 09:48:48 - svchost.exe                  11208 Console                   27     34,384 K
2025-07-26 09:48:48 - svchost.exe                  11836 Console                   27      2,072 K
2025-07-26 09:48:48 - igfxEMN.exe                  18216 Console                   27      5,108 K
2025-07-26 09:48:48 - svchost.exe                   7744 Console                   27     20,920 K
2025-07-26 09:48:48 - taskhostw.exe                13448 Console                   27      7,132 K
2025-07-26 09:48:48 - explorer.exe                 19824 Console                   27   2,46,560 K
2025-07-26 09:48:48 - ShellHost.exe                 9776 Console                   27      8,888 K
2025-07-26 09:48:48 - UserAwarenessHelper.exe       7084 Console                   27      6,028 K
2025-07-26 09:48:48 - uihost.exe                   17228 Console                   27     14,988 K
2025-07-26 09:48:48 - SECOCL64.exe                  9284 Console                   27      2,016 K
2025-07-26 09:48:48 - conhost.exe                  13640 Console                   27      1,196 K
2025-07-26 09:48:48 - CrossDeviceResume.exe        17676 Console                   27     19,688 K
2025-07-26 09:48:48 - svchost.exe                   6812 Console                   27     14,076 K
2025-07-26 09:48:48 - StartMenuExperienceHost.e    13936 Console                   27     66,608 K
2025-07-26 09:48:48 - SearchHost.exe               12000 Console                   27     34,380 K
2025-07-26 09:48:48 - Widgets.exe                   6088 Console                   27     33,080 K
2025-07-26 09:48:48 - RuntimeBroker.exe            13136 Console                   27     14,692 K
2025-07-26 09:48:48 - svchost.exe                   9188 Console                   27      3,944 K
2025-07-26 09:48:48 - RuntimeBroker.exe            23688 Console                   27      7,136 K
2025-07-26 09:48:48 - msedgewebview2.exe            6668 Console                   27     43,584 K
2025-07-26 09:48:48 - msedgewebview2.exe           10676 Console                   27      2,364 K
2025-07-26 09:48:48 - msedgewebview2.exe           17120 Console                   27     12,248 K
2025-07-26 09:48:48 - msedgewebview2.exe            3772 Console                   27     25,552 K
2025-07-26 09:48:48 - msedgewebview2.exe           14300 Console                   27      7,136 K
2025-07-26 09:48:48 - ctfmon.exe                   21264 Console                   27     20,428 K
2025-07-26 09:48:48 - msedgewebview2.exe            9888 Console                   27     67,180 K
2025-07-26 09:48:48 - SecurityHealthSystray.exe     7716 Console                   27      3,692 K
2025-07-26 09:48:48 - TextInputHost.exe            23832 Console                   27     34,852 K
2025-07-26 09:48:48 - RtkAudUService64.exe          5092 Console                   27      4,220 K
2025-07-26 09:48:48 - WebCompanion.exe             16604 Console                   27     29,520 K
2025-07-26 09:48:48 - UnInstDaemon.exe             21944 Console                   27     15,508 K
2025-07-26 09:48:48 - chrome.exe                   16092 Console                   27   1,02,916 K
2025-07-26 09:48:48 - chrome.exe                   13852 Console                   27      2,448 K
2025-07-26 09:48:48 - chrome.exe                   15520 Console                   27     67,048 K
2025-07-26 09:48:48 - chrome.exe                   14048 Console                   27     32,592 K
2025-07-26 09:48:48 - chrome.exe                   22048 Console                   27      7,720 K
2025-07-26 09:48:48 - chrome.exe                   10572 Console                   27     17,296 K
2025-07-26 09:48:48 - chrome.exe                   17828 Console                   27   5,43,892 K
2025-07-26 09:48:48 - cmd.exe                      12292 Console                   27        848 K
2025-07-26 09:48:48 - conhost.exe                  18772 Console                   27      2,420 K
2025-07-26 09:48:48 - browserhost.exe              16176 Console                   27      4,076 K
2025-07-26 09:48:48 - chrome.exe                   18124 Console                   27      6,620 K
2025-07-26 09:48:48 - BingWallpaper.exe            15512 Console                   27     69,744 K
2025-07-26 09:48:48 - DesktopExtension.exe          7920 Console                   27     12,192 K
2025-07-26 09:48:48 - HP.myHP.exe                   5144 Console                   27     11,668 K
2025-07-26 09:48:48 - msedgewebview2.exe           16116 Console                   27     40,136 K
2025-07-26 09:48:48 - msedgewebview2.exe            2844 Console                   27      2,332 K
2025-07-26 09:48:48 - msedgewebview2.exe            7136 Console                   27     23,044 K
2025-07-26 09:48:48 - msedgewebview2.exe           18012 Console                   27     15,864 K
2025-07-26 09:48:48 - msedgewebview2.exe            1888 Console                   27      4,744 K
2025-07-26 09:48:48 - msedgewebview2.exe           22224 Console                   27     20,756 K
2025-07-26 09:48:48 - msedgewebview2.exe           24072 Console                   27     37,740 K
2025-07-26 09:48:48 - msedgewebview2.exe           21660 Console                   27      2,380 K
2025-07-26 09:48:48 - msedgewebview2.exe           24088 Console                   27     12,340 K
2025-07-26 09:48:48 - msedgewebview2.exe            7384 Console                   27     16,532 K
2025-07-26 09:48:48 - msedgewebview2.exe           21984 Console                   27      5,368 K
2025-07-26 09:48:48 - msedgewebview2.exe           21832 Console                   27     17,816 K
2025-07-26 09:48:48 - msedgewebview2.exe           14560 Console                   27     41,256 K
2025-07-26 09:48:48 - msedgewebview2.exe           17004 Console                   27      2,484 K
2025-07-26 09:48:48 - msedgewebview2.exe           14520 Console                   27     20,304 K
2025-07-26 09:48:48 - msedgewebview2.exe           17568 Console                   27     15,892 K
2025-07-26 09:48:48 - msedgewebview2.exe           14496 Console                   27      4,740 K
2025-07-26 09:48:48 - msedgewebview2.exe           19768 Console                   27     17,976 K
2025-07-26 09:48:48 - HPSystemEventUtilityBackg    18524 Console                   27     29,648 K
2025-07-26 09:48:48 - HPMediaNetwork.exe            4748 Console                   27     21,664 K
2025-07-26 09:48:48 - HPAudioSwitch.exe            11820 Console                   27     12,612 K
2025-07-26 09:48:48 - WhatsApp.exe                 22732 Console                   27     49,508 K
2025-07-26 09:48:48 - svchost.exe                  22984 Console                   27     22,448 K
2025-07-26 09:48:48 - RuntimeBroker.exe             8884 Console                   27     15,100 K
2025-07-26 09:48:48 - ApplicationFrameHost.exe     21320 Console                   27     18,548 K
2025-07-26 09:48:48 - svchost.exe                   3016 Console                   27      3,564 K
2025-07-26 09:48:48 - svchost.exe                  20220 Console                   27      7,304 K
2025-07-26 09:48:48 - idea64.exe                   23840 Console                   27  12,03,704 K
2025-07-26 09:48:48 - fsnotifier.exe               21992 Console                   27      1,040 K
2025-07-26 09:48:48 - conhost.exe                  23468 Console                   27      1,392 K
2025-07-26 09:48:48 - WidgetService.exe             6480 Console                   27      5,584 K
2025-07-26 09:48:48 - dllhost.exe                   9716 Console                   27      4,676 K
2025-07-26 09:48:48 - dllhost.exe                  16300 Console                   27     10,608 K
2025-07-26 09:48:48 - dllhost.exe                  10620 Console                   27      5,760 K
2025-07-26 09:48:48 - dllhost.exe                  24436 Console                   27      5,584 K
2025-07-26 09:48:48 - ShellExperienceHost.exe      24012 Console                   27     47,952 K
2025-07-26 09:48:48 - RuntimeBroker.exe            21808 Console                   27     15,448 K
2025-07-26 09:48:48 - SystemSettings.exe           13724 Console                   27      2,608 K
2025-07-26 09:48:48 - UserOOBEBroker.exe           13244 Console                   27      4,684 K
2025-07-26 09:48:48 - audiodg.exe                   3176 Services                   0     24,948 K
2025-07-26 09:48:48 - RuntimeBroker.exe            16884 Console                   27      8,584 K
2025-07-26 09:48:48 - unsecapp.exe                 17972 Console                   27      9,476 K
2025-07-26 09:48:48 - svchost.exe                  17608 Services                   0      7,200 K
2025-07-26 09:48:48 - LockApp.exe                  11676 Console                   27     73,292 K
2025-07-26 09:48:48 - svchost.exe                  20416 Services                   0     24,716 K
2025-07-26 09:48:48 - RuntimeBroker.exe             1484 Console                   27     49,124 K
2025-07-26 09:48:48 - svchost.exe                   5084 Services                   0     13,188 K
2025-07-26 09:48:48 - svchost.exe                   2568 Services                   0      9,024 K
2025-07-26 09:48:48 - svchost.exe                   9816 Services                   0     27,080 K
2025-07-26 09:48:48 - HPSystemEventUtilityHost.     2164 Console                   27     36,644 K
2025-07-26 09:48:48 - svchost.exe                  15060 Services                   0      8,896 K
2025-07-26 09:48:48 - TrustedInstaller.exe         22500 Services                   0     10,132 K
2025-07-26 09:48:48 - backgroundTaskHost.exe       15136 Console                   27     13,848 K
2025-07-26 09:48:48 - RuntimeBroker.exe             2572 Console                   27     27,668 K
2025-07-26 09:48:48 - TiWorker.exe                 22604 Services                   0     19,032 K
2025-07-26 09:48:48 - smartscreen.exe              23208 Console                   27     13,180 K
2025-07-26 09:48:48 - SearchProtocolHost.exe       17876 Services                   0     14,212 K
2025-07-26 09:48:48 - svchost.exe                  20120 Services                   0     26,416 K
2025-07-26 09:48:48 - svchost.exe                  19272 Services                   0      8,200 K
2025-07-26 09:48:48 - sppsvc.exe                   15724 Services                   0     15,992 K
2025-07-26 09:48:48 - svchost.exe                   7148 Services                   0      8,704 K
2025-07-26 09:48:48 - ms-teamsupdate.exe            3540 Console                   27     38,840 K
2025-07-26 09:48:48 - backgroundTaskHost.exe       21848 Console                   27     29,980 K
2025-07-26 09:48:48 - backgroundTaskHost.exe       19484 Console                   27     41,952 K
2025-07-26 09:48:48 - HxTsr.exe                    18316 Console                   27     27,776 K
2025-07-26 09:48:48 - backgroundTaskHost.exe       19100 Console                   27     40,820 K
2025-07-26 09:48:48 - RuntimeBroker.exe            14028 Console                   27     14,324 K
2025-07-26 09:48:48 - RuntimeBroker.exe             8568 Console                   27      9,784 K
2025-07-26 09:48:48 - java.exe                      4952 Console                   27     42,296 K
2025-07-26 09:48:48 - java.exe                     20980 Console                   27     49,640 K
2025-07-26 09:48:48 - conhost.exe                  24172 Console                   27      7,136 K
2025-07-26 09:48:48 - conhost.exe                  21972 Console                   27      7,120 K
2025-07-26 09:48:48 - RuntimeBroker.exe            10112 Console                   27     11,148 K
2025-07-26 09:48:48 - wevtutil.exe                  8352 Console                   27      6,980 K
2025-07-26 09:48:48 - tasklist.exe                   432 Console                   27     11,608 K
2025-07-26 09:48:48 - conhost.exe                    344 Console                   27      7,004 K
2025-07-26 09:48:48 - conhost.exe                  16228 Console                   27      7,004 K
2025-07-26 10:02:17 - 
2025-07-26 10:02:17 - Image Name                     PID Session Name        Session#    Mem Usage
2025-07-26 10:02:17 - ========================= ======== ================ =========== ============
2025-07-26 10:02:17 - System Idle Process              0 Services                   0          8 K
2025-07-26 10:02:17 - System                           4 Services                   0      1,456 K
2025-07-26 10:02:17 - Secure System                  140 Services                   0     41,288 K
2025-07-26 10:02:17 - Registry                       180 Services                   0     25,716 K
2025-07-26 10:02:17 - smss.exe                       696 Services                   0        176 K
2025-07-26 10:02:17 - csrss.exe                      728 Services                   0      2,600 K
2025-07-26 10:02:17 - wininit.exe                   1068 Services                   0      1,504 K
2025-07-26 10:02:17 - services.exe                  1140 Services                   0      6,864 K
2025-07-26 10:02:17 - LsaIso.exe                    1160 Services                   0      1,232 K
2025-07-26 10:02:17 - lsass.exe                     1168 Services                   0     18,656 K
2025-07-26 10:02:17 - svchost.exe                   1368 Services                   0     31,960 K
2025-07-26 10:02:17 - fontdrvhost.exe               1400 Services                   0        900 K
2025-07-26 10:02:17 - WUDFHost.exe                  1452 Services                   0      2,616 K
2025-07-26 10:02:17 - svchost.exe                   1536 Services                   0     17,872 K
2025-07-26 10:02:17 - svchost.exe                   1576 Services                   0      4,464 K
2025-07-26 10:02:17 - svchost.exe                   1768 Services                   0      3,448 K
2025-07-26 10:02:17 - svchost.exe                   1812 Services                   0      4,436 K
2025-07-26 10:02:17 - svchost.exe                   1820 Services                   0      1,380 K
2025-07-26 10:02:17 - svchost.exe                   1940 Services                   0      5,688 K
2025-07-26 10:02:17 - svchost.exe                   1964 Services                   0      2,164 K
2025-07-26 10:02:17 - svchost.exe                   1984 Services                   0      5,956 K
2025-07-26 10:02:17 - svchost.exe                   1992 Services                   0      5,640 K
2025-07-26 10:02:17 - svchost.exe                    668 Services                   0      4,620 K
2025-07-26 10:02:17 - IntelCpHDCPSvc.exe            1884 Services                   0      1,788 K
2025-07-26 10:02:17 - svchost.exe                    828 Services                   0      5,320 K
2025-07-26 10:02:17 - svchost.exe                   2136 Services                   0     15,768 K
2025-07-26 10:02:17 - svchost.exe                   2176 Services                   0      4,516 K
2025-07-26 10:02:17 - WUDFHost.exe                  2332 Services                   0     11,780 K
2025-07-26 10:02:17 - svchost.exe                   2376 Services                   0      6,116 K
2025-07-26 10:02:17 - svchost.exe                   2676 Services                   0      2,544 K
2025-07-26 10:02:17 - svchost.exe                   2800 Services                   0      4,184 K
2025-07-26 10:02:17 - svchost.exe                   2896 Services                   0      9,432 K
2025-07-26 10:02:17 - NVDisplay.Container.exe       3024 Services                   0     18,744 K
2025-07-26 10:02:17 - svchost.exe                   3052 Services                   0     10,288 K
2025-07-26 10:02:17 - svchost.exe                   2300 Services                   0     14,048 K
2025-07-26 10:02:17 - svchost.exe                   3080 Services                   0      4,924 K
2025-07-26 10:02:17 - svchost.exe                   3088 Services                   0      1,692 K
2025-07-26 10:02:17 - svchost.exe                   3100 Services                   0      9,672 K
2025-07-26 10:02:17 - Memory Compression            3232 Services                   0   1,94,748 K
2025-07-26 10:02:17 - svchost.exe                   3296 Services                   0      6,124 K
2025-07-26 10:02:17 - igfxCUIServiceN.exe           3360 Services                   0      5,288 K
2025-07-26 10:02:17 - svchost.exe                   3432 Services                   0      3,480 K
2025-07-26 10:02:17 - svchost.exe                   3440 Services                   0      3,528 K
2025-07-26 10:02:17 - AppHelperCap.exe              3456 Services                   0     14,720 K
2025-07-26 10:02:17 - NetworkCap.exe                3464 Services                   0      5,236 K
2025-07-26 10:02:17 - SysInfoCap.exe                3476 Services                   0     23,116 K
2025-07-26 10:02:17 - TouchpointAnalyticsClient     3488 Services                   0     36,592 K
2025-07-26 10:02:17 - DiagsCap.exe                  3500 Services                   0      4,336 K
2025-07-26 10:02:17 - svchost.exe                   3696 Services                   0      9,196 K
2025-07-26 10:02:17 - svchost.exe                   3704 Services                   0     11,548 K
2025-07-26 10:02:17 - hp-one-agent-service.exe      3776 Services                   0      7,668 K
2025-07-26 10:02:17 - svchost.exe                   3952 Services                   0     25,616 K
2025-07-26 10:02:17 - svchost.exe                    800 Services                   0     24,952 K
2025-07-26 10:02:17 - WmiPrvSE.exe                  4288 Services                   0     11,956 K
2025-07-26 10:02:17 - WmiPrvSE.exe                  4296 Services                   0     34,756 K
2025-07-26 10:02:17 - unsecapp.exe                  4448 Services                   0      2,816 K
2025-07-26 10:02:17 - svchost.exe                   4704 Services                   0      3,156 K
2025-07-26 10:02:17 - svchost.exe                   4800 Services                   0      3,648 K
2025-07-26 10:02:17 - svchost.exe                   4844 Services                   0     15,020 K
2025-07-26 10:02:17 - svchost.exe                   4872 Services                   0      8,696 K
2025-07-26 10:02:17 - spoolsv.exe                   4900 Services                   0      5,360 K
2025-07-26 10:02:17 - svchost.exe                   4936 Services                   0     12,848 K
2025-07-26 10:02:17 - svchost.exe                   5032 Services                   0      3,076 K
2025-07-26 10:02:17 - ETDService.exe                4372 Services                   0      1,644 K
2025-07-26 10:02:17 - svchost.exe                   4200 Services                   0     47,408 K
2025-07-26 10:02:17 - nssm.exe                      4320 Services                   0      2,192 K
2025-07-26 10:02:17 - svchost.exe                   4156 Services                   0     27,368 K
2025-07-26 10:02:17 - FNPLicensingService.exe       4600 Services                   0      6,192 K
2025-07-26 10:02:17 - esif_uf.exe                   4688 Services                   0      1,656 K
2025-07-26 10:02:17 - HPCommRecovery.exe            4152 Services                   0      7,520 K
2025-07-26 10:02:17 - OneApp.IGCC.WinService.ex     5132 Services                   0     14,480 K
